KCH,semester,xkrs,jgl,pjf,yxl
0407930001,2020-2021学年第二学期,100.0,100.0,81.45,6.48
0407930001,2019-2020学年第二学期,96.0,100.0,84.2,8.65
0407940001,2020-2021学年第一学期,106.0,100.0,82.68,6.61
0407950001,2020-2021学年第一学期,312.0,100.0,63.88,8.13
0407950001,2019-2020学年第一学期,301.0,100.0,76.55,13.95
0407950001,2018-2019学年第一学期,249.0,100.0,69.37,7.29
1221450001,2017-2018学年第一学期,10.0,100.0,74.2,0.0
1221460001,2017-2018学年第二学期,8.0,100.0,82.75,0.0
1221470001,2018-2019学年第一学期,8.0,100.0,81.25,0.0
1221480001,2018-2019学年第二学期,8.0,100.0,83.13,0.0
1221490001,2019-2020学年第一学期,8.0,100.0,82.25,0.0
1221500001,2019-2020学年第二学期,8.0,100.0,80.63,0.0
1221510001,2020-2021学年第一学期,8.0,100.0,82.0,0.0
1221520001,2020-2021学年第二学期,11.0,100.0,71.18,0.0
1221520001,2019-2020学年第二学期,20.0,100.0,76.0,0.0
1221530001,2020-2021学年第一学期,20.0,100.0,71.0,0.0
1221540001,2019-2020学年第一学期,23.0,100.0,74.52,8.7
1221550001,2019-2020学年第二学期,28.0,100.0,73.36,7.14
1402460002,2020-2021学年第二学期,36.0,100.0,82.81,8.33
1402460002,2019-2020学年第二学期,26.0,100.0,80.19,3.85
1404000002,2020-2021学年第二学期,16.0,100.0,78.06,6.25
1404000002,2020-2021学年第一学期,96.0,100.0,80.4,0.0
1404000002,2019-2020学年第二学期,43.0,100.0,76.26,0.0
1404000002,2019-2020学年第一学期,20.0,100.0,82.15,0.0
1404890002,2020-2021学年第二学期,35.0,100.0,76.91,2.86
1404890002,2019-2020学年第二学期,26.0,100.0,83.19,3.85
1405560001,2020-2021学年第二学期,33.0,100.0,83.27,0.0
1405560001,2019-2020学年第二学期,46.0,100.0,83.98,0.0
1802740003,2020-2021学年第二学期,17.0,100.0,77.76,0.0
1802740003,2019-2020学年第二学期,23.0,100.0,82.13,0.0
0200630004,2020-2021学年第二学期,102.0,100.0,77.34,1.96
0200630004,2019-2020学年第二学期,113.0,100.0,71.59,0.0
0200630004,2018-2019学年第二学期,115.0,100.0,65.73,0.0
0205820001,2020-2021学年第一学期,97.0,100.0,76.77,0.0
0205820001,2019-2020学年第一学期,81.0,100.0,77.44,0.0
0205830001,2020-2021学年第一学期,56.0,100.0,79.91,3.64
0205840001,2020-2021学年第一学期,22.0,100.0,78.41,4.55
0205850001,2020-2021学年第一学期,45.0,100.0,79.78,0.0
0205870001,2020-2021学年第二学期,42.0,100.0,84.48,9.52
0403340002,2020-2021学年第二学期,95.0,100.0,79.88,3.13
0403340002,2019-2020学年第二学期,119.0,100.0,86.37,18.49
0403340002,2018-2019学年第二学期,105.0,100.0,83.98,0.0
0403340002,2017-2018学年第二学期,99.0,100.0,78.5,0.99
0403340002,2007-2008学年第二学期,231.0,100.0,75.66,0.87
0403340002,2006-2007学年第二学期,234.0,100.0,71.49,0.43
0403340002,2005-2006学年第二学期,181.0,100.0,,0.0
0403340002,2004-2005学年第二学期,198.0,100.0,,0.0
0407960001,2020-2021学年第一学期,92.0,100.0,75.83,0.0
0407960001,2019-2020学年第一学期,88.0,100.0,77.76,0.0
0407970001,2020-2021学年第二学期,83.0,100.0,81.36,10.84
0407970001,2020-2021学年第一学期,1.0,100.0,79.0,0.0
0407970001,2019-2020学年第二学期,94.0,100.0,79.16,0.0
0407980001,2020-2021学年第二学期,43.0,100.0,75.67,9.3
0407980001,2019-2020学年第二学期,77.0,100.0,76.21,6.49
0407980001,2018-2019学年第二学期,70.0,100.0,84.4,10.0
0407990001,2020-2021学年第二学期,105.0,100.0,85.11,10.48
0407990001,2019-2020学年第二学期,135.0,100.0,85.73,8.89
0408000001,2020-2021学年第一学期,101.0,100.0,79.16,7.92
0408010001,2020-2021学年第一学期,88.0,100.0,86.38,9.09
0408010001,2019-2020学年第一学期,87.0,100.0,79.99,1.15
0408020001,2020-2021学年第二学期,15.0,100.0,79.69,0.0
0408020001,2019-2020学年第二学期,50.0,100.0,83.24,2.0
0408030001,2020-2021学年第一学期,74.0,100.0,86.22,9.46
0408040001,2020-2021学年第一学期,78.0,100.0,78.78,1.28
0408050001,2020-2021学年第二学期,30.0,100.0,78.03,0.0
0408050001,2019-2020学年第二学期,57.0,100.0,77.19,0.0
0408060001,2020-2021学年第一学期,32.0,100.0,82.88,9.38
0408080001,2020-2021学年第二学期,50.0,100.0,88.64,10.0
0408080001,2019-2020学年第二学期,31.0,100.0,87.13,18.75
0408090001,2020-2021学年第二学期,140.0,100.0,66.79,0.61
0408090001,2019-2020学年第二学期,145.0,100.0,75.17,3.82
0408090001,2018-2019学年第二学期,122.0,100.0,62.89,0.0
0408110001,2020-2021学年第二学期,163.0,100.0,81.17,6.15
0408110001,2019-2020学年第二学期,144.0,100.0,81.73,4.64
0408110001,2018-2019学年第二学期,148.0,100.0,81.92,5.36
0408120001,2020-2021学年第一学期,250.0,100.0,74.1,3.85
0408120001,2019-2020学年第一学期,263.0,100.0,75.78,4.56
0408120001,2018-2019学年第一学期,295.0,100.0,74.99,2.3
0408130001,2020-2021学年第二学期,96.0,100.0,85.53,0.0
0408130001,2020-2021学年第一学期,92.0,100.0,81.41,0.0
0408140001,2020-2021学年第一学期,57.0,100.0,82.89,8.77
0408140001,2019-2020学年第一学期,17.0,100.0,81.41,0.0
0408140001,2018-2019学年第一学期,40.0,100.0,80.15,7.32
0408150001,2020-2021学年第一学期,108.0,100.0,84.44,1.85
0408150001,2019-2020学年第一学期,76.0,100.0,82.17,0.0
0408160001,2020-2021学年第二学期,38.0,100.0,85.42,2.63
0408160001,2019-2020学年第二学期,45.0,100.0,82.4,0.0
0408170001,2020-2021学年第二学期,47.0,100.0,81.43,0.0
0408170001,2019-2020学年第二学期,26.0,100.0,88.42,7.69
0408210001,2020-2021学年第二学期,18.0,100.0,87.72,0.0
1221590001,2019-2020学年第一学期,10.0,100.0,79.6,10.0
1221600001,2020-2021学年第二学期,5.0,100.0,78.0,0.0
1221600001,2019-2020学年第二学期,9.0,100.0,80.56,0.0
1404320002,2020-2021学年第一学期,27.0,100.0,83.33,7.41
1404320002,2019-2020学年第一学期,29.0,100.0,77.66,3.45
1404350002,2020-2021学年第一学期,27.0,100.0,81.07,7.41
1404350002,2019-2020学年第一学期,29.0,100.0,82.48,6.9
1404660002,2020-2021学年第一学期,28.0,100.0,75.46,0.0
1404660002,2019-2020学年第一学期,30.0,100.0,75.43,10.0
1500220004,2020-2021学年第二学期,443.0,100.0,77.17,8.8
1500220004,2019-2020学年第二学期,429.0,100.0,71.8,8.37
1500220004,2018-2019学年第二学期,432.0,100.0,73.82,6.48
1500220004,2017-2018学年第二学期,404.0,100.0,70.96,5.2
1500220004,2013-2014学年第二学期,562.0,100.0,66.53,3.56
1500220004,2012-2013学年第二学期,519.0,100.0,65.23,2.7
1500220004,2011-2012学年第二学期,442.0,100.0,67.38,3.17
1500220004,2011-2012学年第一学期,412.0,100.0,65.76,0.24
1500220004,2010-2011学年第一学期,425.0,100.0,65.63,1.65
1500270004,2019-2020学年第二学期,17.0,100.0,63.06,0.0
1501990002,2019-2020学年第一学期,32.0,100.0,77.72,3.13
1502180002,2020-2021学年第二学期,18.0,100.0,74.72,0.0
1502180002,2020-2021学年第一学期,28.0,100.0,82.11,17.86
1502750002,2020-2021学年第一学期,382.0,100.0,75.14,11.76
1502750002,2019-2020学年第一学期,366.0,100.0,76.73,6.83
1502750002,2018-2019学年第一学期,378.0,100.0,72.2,5.03
1503150002,2020-2021学年第一学期,393.0,100.0,75.56,3.56
1503150002,2019-2020学年第一学期,385.0,100.0,80.92,25.97
1503150002,2018-2019学年第一学期,359.0,100.0,80.71,13.37
1503250001,2020-2021学年第一学期,339.0,100.0,80.43,5.88
1503250001,2019-2020学年第一学期,318.0,100.0,80.51,4.4
1503250001,2018-2019学年第一学期,352.0,100.0,77.69,3.41
1503260001,2020-2021学年第二学期,350.0,100.0,80.76,5.43
1503260001,2019-2020学年第二学期,311.0,100.0,77.02,6.11
1503260001,2018-2019学年第二学期,308.0,100.0,78.51,6.82
1503270001,2020-2021学年第二学期,57.0,100.0,85.0,1.75
1503280001,2020-2021学年第二学期,60.0,100.0,73.7,1.59
1503280001,2019-2020学年第二学期,36.0,100.0,70.42,0.0
1503290001,2020-2021学年第一学期,15.0,100.0,61.27,6.67
1503290001,2017-2018学年第二学期,18.0,100.0,72.56,5.56
1503300001,2020-2021学年第二学期,56.0,100.0,76.6,0.0
1503300001,2020-2021学年第一学期,32.0,100.0,84.47,12.5
1503300001,2019-2020学年第一学期,37.0,100.0,76.95,8.11
1503300001,2018-2019学年第一学期,38.0,100.0,75.97,0.0
1503310001,2020-2021学年第二学期,76.0,100.0,70.85,2.44
1503310001,2019-2020学年第二学期,87.0,100.0,68.98,0.0
1503310001,2018-2019学年第二学期,35.0,100.0,75.81,5.56
1503320001,2020-2021学年第二学期,33.0,100.0,71.97,0.0
1503320001,2020-2021学年第一学期,86.0,100.0,76.51,3.49
1503320001,2019-2020学年第二学期,29.0,100.0,74.41,0.0
1503320001,2018-2019学年第二学期,33.0,100.0,67.18,0.0
1503330001,2019-2020学年第一学期,30.0,100.0,72.93,3.33
1503340001,2020-2021学年第一学期,29.0,100.0,76.52,0.0
1503340001,2019-2020学年第一学期,31.0,100.0,78.45,25.81
1503350001,2020-2021学年第二学期,35.0,100.0,84.06,2.86
1503350001,2019-2020学年第二学期,32.0,100.0,83.41,0.0
1703910001,2019-2020学年第一学期,165.0,100.0,74.33,8.48
1703920001,2020-2021学年第一学期,163.0,100.0,70.5,3.68
1703920001,2019-2020学年第一学期,141.0,100.0,71.07,2.84
1703930001,2020-2021学年第一学期,78.0,100.0,80.19,1.28
1703930001,2019-2020学年第一学期,139.0,100.0,83.36,3.6
1703940001,2020-2021学年第一学期,180.0,100.0,69.68,2.78
1703940001,2019-2020学年第一学期,168.0,100.0,71.98,4.17
1703940001,2018-2019学年第一学期,155.0,100.0,76.23,6.45
1703950001,2020-2021学年第一学期,66.0,100.0,78.82,1.52
1703960001,2020-2021学年第一学期,52.0,100.0,66.4,1.92
1703960001,2019-2020学年第一学期,54.0,100.0,70.2,0.0
1703970001,2019-2020学年第二学期,28.0,100.0,77.29,0.0
1703980001,2018-2019学年第一学期,109.0,100.0,68.6,0.0
1703990001,2020-2021学年第二学期,40.0,100.0,78.4,10.0
1703990001,2019-2020学年第二学期,51.0,100.0,81.16,9.8
1704000001,2020-2021学年第一学期,86.0,100.0,73.53,7.45
1704000001,2019-2020学年第一学期,120.0,100.0,68.53,6.67
1704000001,2018-2019学年第一学期,101.0,100.0,56.66,3.28
1704010001,2020-2021学年第一学期,63.0,100.0,79.9,6.35
1704010001,2019-2020学年第一学期,53.0,100.0,77.91,1.89
1704010001,2018-2019学年第一学期,60.0,100.0,78.68,10.0
1704020001,2020-2021学年第二学期,72.0,100.0,70.45,1.37
1704020001,2019-2020学年第二学期,63.0,100.0,70.89,1.59
1704020001,2018-2019学年第二学期,78.0,100.0,72.16,5.06
1704030001,2020-2021学年第一学期,85.0,100.0,77.96,7.06
1704030001,2019-2020学年第一学期,79.0,100.0,75.37,1.27
1704040001,2019-2020学年第一学期,57.0,100.0,59.02,1.75
1704050001,2020-2021学年第一学期,55.0,100.0,77.2,3.64
1704050001,2019-2020学年第一学期,48.0,100.0,78.19,2.08
1704060001,2020-2021学年第一学期,53.0,100.0,70.89,9.43
1704060001,2019-2020学年第一学期,44.0,100.0,72.18,6.82
1704070001,2020-2021学年第二学期,23.0,100.0,82.17,13.04
1704070001,2019-2020学年第二学期,58.0,100.0,79.07,8.62
1704080001,2020-2021学年第二学期,22.0,100.0,92.36,36.36
1704080001,2019-2020学年第二学期,51.0,100.0,75.06,3.92
1704100001,2020-2021学年第二学期,48.0,100.0,75.52,10.42
1704100001,2019-2020学年第二学期,54.0,100.0,78.91,7.41
0408220001,2020-2021学年第一学期,108.0,100.0,86.03,2.68
0408220001,2019-2020学年第一学期,54.0,100.0,84.19,5.56
1221610001,2020-2021学年第一学期,72.0,100.0,76.53,2.74
1221610001,2019-2020学年第一学期,77.0,100.0,81.61,5.19
1221610001,2018-2019学年第一学期,63.0,100.0,73.55,1.56
1221620001,2020-2021学年第二学期,71.0,100.0,69.03,2.56
1221620001,2019-2020学年第二学期,79.0,100.0,81.58,1.27
1221620001,2018-2019学年第二学期,67.0,100.0,71.43,1.49
1221620001,2017-2018学年第二学期,57.0,100.0,77.15,6.78
1221630001,2020-2021学年第一学期,81.0,100.0,72.51,0.0
1221630001,2019-2020学年第一学期,67.0,100.0,65.76,1.49
1221630001,2018-2019学年第一学期,59.0,100.0,69.75,0.0
1221640001,2020-2021学年第二学期,78.0,100.0,77.68,5.13
1221640001,2019-2020学年第二学期,65.0,100.0,66.13,1.47
1221640001,2018-2019学年第二学期,56.0,100.0,75.02,3.57
1221650001,2020-2021学年第二学期,73.0,100.0,81.92,0.0
1221650001,2019-2020学年第二学期,76.0,100.0,81.38,2.63
1221650001,2018-2019学年第二学期,67.0,100.0,76.28,0.0
1221650001,2017-2018学年第二学期,55.0,100.0,74.8,1.82
1221660001,2020-2021学年第一学期,74.0,100.0,76.21,3.85
1221660001,2019-2020学年第一学期,74.0,100.0,75.41,0.0
1221660001,2018-2019学年第一学期,67.0,100.0,80.46,4.48
1221670001,2020-2021学年第二学期,74.0,100.0,82.95,9.46
1221670001,2019-2020学年第二学期,80.0,100.0,76.96,2.5
1221670001,2018-2019学年第二学期,67.0,100.0,71.78,7.46
1221670001,2017-2018学年第二学期,58.0,100.0,70.88,0.0
1221680001,2020-2021学年第二学期,50.0,100.0,83.1,6.0
1221680001,2019-2020学年第二学期,44.0,100.0,80.27,0.0
1221690001,2020-2021学年第一学期,44.0,100.0,80.27,2.27
1221700001,2020-2021学年第一学期,33.0,100.0,80.67,0.0
1221700001,2019-2020学年第一学期,22.0,100.0,80.0,0.0
1221710001,2020-2021学年第二学期,33.0,100.0,82.58,0.0
1221710001,2019-2020学年第二学期,22.0,100.0,80.77,0.0
1221720001,2020-2021学年第一学期,22.0,100.0,80.32,0.0
1221730001,2020-2021学年第一学期,15.0,100.0,73.0,0.0
1221730001,2019-2020学年第一学期,15.0,100.0,75.93,0.0
1221740001,2020-2021学年第二学期,13.0,100.0,71.5,0.0
1221740001,2019-2020学年第二学期,15.0,100.0,78.8,0.0
1221750001,2020-2021学年第一学期,15.0,100.0,83.07,0.0
1221760001,2020-2021学年第一学期,4.0,100.0,75.75,0.0
1221760001,2019-2020学年第一学期,7.0,100.0,71.0,0.0
1221770001,2020-2021学年第二学期,4.0,100.0,76.25,0.0
1221770001,2019-2020学年第二学期,7.0,100.0,80.71,0.0
1221780001,2020-2021学年第一学期,7.0,100.0,76.63,0.0
1221790001,2019-2020学年第一学期,10.0,100.0,83.7,0.0
1221790001,2018-2019学年第一学期,13.0,100.0,85.0,7.69
1221800001,2019-2020学年第二学期,12.0,100.0,80.92,8.33
1221800001,2018-2019学年第二学期,14.0,100.0,75.93,0.0
1221800001,2017-2018学年第二学期,10.0,100.0,73.6,0.0
1221820001,2020-2021学年第一学期,12.0,100.0,70.0,8.33
1221820001,2019-2020学年第一学期,10.0,100.0,80.5,10.0
1221830001,2020-2021学年第二学期,11.0,100.0,81.0,9.09
1221830001,2019-2020学年第二学期,10.0,100.0,72.6,10.0
1221840001,2020-2021学年第二学期,40.0,100.0,83.48,7.5
1221840001,2019-2020学年第二学期,42.0,100.0,80.21,7.14
1221840001,2018-2019学年第二学期,33.0,100.0,82.97,9.09
1221850001,2020-2021学年第二学期,44.0,100.0,82.8,9.09
1221850001,2019-2020学年第二学期,35.0,100.0,78.81,5.56
1221880001,2019-2020学年第一学期,13.0,100.0,68.62,0.0
1221880001,2018-2019学年第一学期,12.0,100.0,71.17,0.0
1221890001,2020-2021学年第二学期,40.0,100.0,82.53,0.0
1221890001,2019-2020学年第二学期,46.0,100.0,76.98,6.52
1221890001,2018-2019学年第二学期,44.0,100.0,74.68,4.55
1221890001,2017-2018学年第二学期,36.0,100.0,71.58,0.0
1221900001,2020-2021学年第一学期,42.0,100.0,83.21,9.52
1221900001,2019-2020学年第一学期,35.0,100.0,83.46,8.57
1221910001,2019-2020学年第二学期,10.0,100.0,79.9,0.0
1221910001,2018-2019学年第二学期,14.0,100.0,79.36,0.0
1221910001,2017-2018学年第二学期,10.0,100.0,70.4,0.0
1221920001,2020-2021学年第一学期,10.0,100.0,85.8,10.0
1221920001,2019-2020学年第一学期,14.0,100.0,73.29,7.14
1221920001,2018-2019学年第一学期,10.0,100.0,77.0,0.0
1221940001,2020-2021学年第二学期,11.0,100.0,83.91,9.09
1221940001,2019-2020学年第二学期,14.0,100.0,69.43,0.0
1221940001,2018-2019学年第二学期,10.0,100.0,79.6,0.0
1221950001,2020-2021学年第一学期,12.0,100.0,82.58,8.33
1221950001,2019-2020学年第一学期,10.0,100.0,81.1,10.0
1221960001,2020-2021学年第二学期,12.0,100.0,76.58,8.33
1221960001,2019-2020学年第二学期,10.0,100.0,68.08,8.33
1221970001,2020-2021学年第一学期,10.0,100.0,80.4,0.0
1405590001,2020-2021学年第二学期,28.0,100.0,81.43,7.14
1405590001,2019-2020学年第二学期,26.0,100.0,85.19,7.69
0403850002,2020-2021学年第一学期,56.0,100.0,74.94,0.0
0403850002,2002-2003学年第一学期,90.0,100.0,,0.0
0408230001,2020-2021学年第一学期,95.0,100.0,78.62,6.0
0408230001,2019-2020学年第一学期,110.0,100.0,76.79,9.09
0408230001,2018-2019学年第一学期,94.0,100.0,76.69,8.08
0408240001,2020-2021学年第一学期,92.0,100.0,73.91,0.0
0408240001,2019-2020学年第一学期,105.0,100.0,76.87,0.0
0408240001,2018-2019学年第一学期,92.0,100.0,73.24,0.0
0408250001,2020-2021学年第二学期,100.0,100.0,83.82,1.0
0408250001,2019-2020学年第二学期,112.0,100.0,84.54,1.79
0408250001,2018-2019学年第二学期,91.0,100.0,84.13,3.3
0408260001,2020-2021学年第二学期,97.0,100.0,75.46,1.02
0408260001,2019-2020学年第二学期,107.0,100.0,81.19,7.48
0408260001,2018-2019学年第二学期,87.0,100.0,76.26,3.3
0408270001,2020-2021学年第一学期,110.0,100.0,83.4,9.01
0408270001,2019-2020学年第一学期,96.0,100.0,75.07,3.13
0408280001,2020-2021学年第二学期,102.0,100.0,82.55,0.0
0408280001,2020-2021学年第一学期,2.0,100.0,79.0,0.0
0408280001,2019-2020学年第二学期,89.0,100.0,86.62,4.49
0408290001,2020-2021学年第二学期,110.0,100.0,79.25,0.9
0408290001,2019-2020学年第二学期,104.0,100.0,85.3,9.62
0408300001,2020-2021学年第一学期,28.0,100.0,87.39,7.14
0408300001,2019-2020学年第一学期,30.0,100.0,84.3,10.0
0408300001,2018-2019学年第一学期,30.0,100.0,82.8,6.67
1221980001,2020-2021学年第一学期,18.0,100.0,79.78,0.0
1221980001,2019-2020学年第一学期,22.0,100.0,81.32,0.0
1221990001,2020-2021学年第二学期,16.0,100.0,80.56,0.0
1221990001,2019-2020学年第二学期,23.0,100.0,82.13,0.0
1222000001,2020-2021学年第一学期,34.0,100.0,81.21,2.94
1903660001,2019-2020学年第二学期,14.0,100.0,69.0,0.0
1903670001,2020-2021学年第二学期,38.0,100.0,80.62,28.21
1903670001,2019-2020学年第二学期,18.0,100.0,80.94,11.11
2001850001,2020-2021学年第一学期,144.0,100.0,80.47,0.0
2001850001,2019-2020学年第一学期,141.0,100.0,78.95,0.0
2001850001,2018-2019学年第一学期,139.0,100.0,83.53,0.0
2001860001,2020-2021学年第一学期,143.0,100.0,77.22,0.0
2001860001,2019-2020学年第一学期,137.0,100.0,78.07,0.0
2001860001,2018-2019学年第一学期,134.0,100.0,84.37,2.24
2001880001,2020-2021学年第二学期,64.0,100.0,80.0,1.56
2001880001,2019-2020学年第二学期,58.0,100.0,77.93,1.72
2001890001,2020-2021学年第一学期,151.0,100.0,67.99,0.0
2001890001,2019-2020学年第一学期,144.0,100.0,77.44,2.78
2001890001,2018-2019学年第一学期,142.0,100.0,67.19,0.0
2001900001,2019-2020学年第一学期,129.0,100.0,69.71,3.88
0302820001,2020-2021学年第一学期,325.0,100.0,82.83,7.38
0302820001,2019-2020学年第一学期,340.0,100.0,80.39,10.29
0302820001,2018-2019学年第一学期,318.0,100.0,83.64,1.26
0302830001,2020-2021学年第一学期,338.0,100.0,74.11,0.58
0302830001,2019-2020学年第一学期,317.0,100.0,74.37,0.0
0302830001,2018-2019学年第一学期,337.0,100.0,75.7,0.29
0406030002,2020-2021学年第二学期,28.0,100.0,83.04,10.71
0406030002,2019-2020学年第二学期,27.0,100.0,78.39,3.57
0406030002,2018-2019学年第二学期,32.0,100.0,72.85,0.0
0408310001,2020-2021学年第二学期,26.0,100.0,84.15,3.7
0408310001,2020-2021学年第一学期,2.0,100.0,79.0,0.0
0408310001,2019-2020学年第二学期,30.0,100.0,85.33,6.67
1903710001,2020-2021学年第一学期,108.0,100.0,72.22,10.71
1903710001,2019-2020学年第一学期,106.0,100.0,76.82,8.49
1903730001,2019-2020学年第二学期,42.0,100.0,71.83,0.0
1903730001,2018-2019学年第二学期,45.0,100.0,78.84,17.78
1903740001,2020-2021学年第二学期,43.0,100.0,78.05,13.95
1903740001,2019-2020学年第二学期,44.0,100.0,82.16,9.09
1903750001,2018-2019学年第二学期,37.0,100.0,78.42,5.26
1903750001,2017-2018学年第二学期,40.0,100.0,72.12,7.32
0406040002,2020-2021学年第二学期,2.0,100.0,79.0,0.0
0406040002,2020-2021学年第一学期,27.0,100.0,87.79,7.14
0406040002,2019-2020学年第一学期,28.0,100.0,84.96,7.14
0408320001,2020-2021学年第二学期,74.0,100.0,74.8,5.41
0408320001,2019-2020学年第二学期,108.0,100.0,84.22,9.26
0408320001,2018-2019学年第二学期,75.0,100.0,81.68,5.33
0408320001,2017-2018学年第二学期,70.0,100.0,83.76,7.14
0408330001,2020-2021学年第一学期,75.0,100.0,79.43,0.0
0408330001,2019-2020学年第一学期,114.0,100.0,77.7,0.0
0408330001,2018-2019学年第一学期,71.0,100.0,79.9,0.0
0408340001,2020-2021学年第二学期,26.0,100.0,70.0,0.0
0408340001,2019-2020学年第二学期,54.0,100.0,75.27,3.57
0408340001,2018-2019学年第二学期,64.0,100.0,75.61,4.69
0408350001,2020-2021学年第一学期,120.0,100.0,84.08,0.0
0408350001,2019-2020学年第一学期,85.0,100.0,82.34,0.0
0408360001,2019-2020学年第二学期,30.0,100.0,79.37,0.0
0408370001,2019-2020学年第二学期,24.0,100.0,87.33,12.5
1405600001,2017-2018学年第二学期,224.0,100.0,74.6,0.88
1903760001,2020-2021学年第二学期,45.0,100.0,82.33,6.52
1903760001,2019-2020学年第二学期,41.0,100.0,72.07,9.76
0408380001,2020-2021学年第一学期,97.0,100.0,82.77,0.0
0408380001,2019-2020学年第一学期,110.0,100.0,86.39,0.0
0408380001,2018-2019学年第一学期,95.0,100.0,81.89,0.0
0408390001,2020-2021学年第二学期,35.0,100.0,68.31,2.78
0408390001,2019-2020学年第二学期,17.0,100.0,82.35,0.0
0408390001,2018-2019学年第二学期,105.0,100.0,74.7,0.0
0408390001,2017-2018学年第二学期,52.0,100.0,71.39,0.0
0408400001,2020-2021学年第一学期,109.0,100.0,84.14,5.45
0408400001,2019-2020学年第一学期,81.0,100.0,78.84,0.0
0408440001,2020-2021学年第二学期,86.0,100.0,73.48,5.49
0408440001,2019-2020学年第二学期,106.0,100.0,81.46,4.72
0408440001,2018-2019学年第二学期,107.0,100.0,73.9,1.85
0408440001,2017-2018学年第二学期,90.0,100.0,72.06,4.3
1222060001,2020-2021学年第一学期,54.0,100.0,81.37,0.0
1222060001,2019-2020学年第一学期,57.0,100.0,82.33,1.75
2204950001,2020-2021学年第二学期,54.0,100.0,88.02,5.56
2204950001,2019-2020学年第二学期,54.0,100.0,85.15,3.7
2204950001,2018-2019学年第二学期,37.0,100.0,88.22,5.41
0704860002,2020-2021学年第二学期,40.0,100.0,82.03,2.5
0704860002,2019-2020学年第二学期,29.0,100.0,77.34,0.0
0806270001,2020-2021学年第一学期,61.0,100.0,75.03,0.0
0806270001,2019-2020学年第一学期,62.0,100.0,75.5,0.0
0806270001,2018-2019学年第一学期,62.0,100.0,77.11,0.0
0806280001,2020-2021学年第二学期,55.0,100.0,82.4,0.0
0806280001,2019-2020学年第二学期,59.0,100.0,82.86,0.0
0806280001,2018-2019学年第二学期,48.0,100.0,82.23,0.0
0806290001,2020-2021学年第二学期,16.0,100.0,72.69,0.0
0806290001,2019-2020学年第二学期,27.0,100.0,79.59,0.0
0806300001,2020-2021学年第一学期,43.0,100.0,78.35,0.0
0806300001,2019-2020学年第一学期,40.0,100.0,80.45,0.0
0806310001,2020-2021学年第二学期,21.0,100.0,82.52,0.0
0806310001,2019-2020学年第二学期,23.0,100.0,84.39,0.0
0903620001,2020-2021学年第一学期,56.0,100.0,81.04,0.0
0903620001,2019-2020学年第一学期,57.0,100.0,85.4,8.77
0903620001,2018-2019学年第一学期,49.0,100.0,80.45,2.04
0903640001,2020-2021学年第二学期,35.0,100.0,85.4,14.29
0903640001,2019-2020学年第二学期,54.0,100.0,84.67,11.11
0903640001,2018-2019学年第二学期,29.0,100.0,86.0,10.34
0903660001,2018-2019学年第二学期,1.0,100.0,84.0,0.0
1000070002,2016-2017学年第二学期,8.0,100.0,83.0,0.0
1000070002,2015-2016学年第二学期,14.0,100.0,72.07,0.0
1000070002,2014-2015学年第二学期,19.0,100.0,76.42,0.0
1000070002,2013-2014学年第二学期,31.0,100.0,77.13,0.0
1000070002,2012-2013学年第二学期,18.0,100.0,75.17,0.0
1000070002,2011-2012学年第二学期,18.0,100.0,71.28,0.0
1000070002,2010-2011学年第二学期,18.0,100.0,78.72,0.0
1000070002,2009-2010学年第二学期,20.0,100.0,74.0,0.0
1000070002,2006-2007学年第一学期,39.0,100.0,74.33,5.13
1000070002,2005-2006学年第一学期,48.0,100.0,,0.0
1000390002,2020-2021学年第二学期,98.0,100.0,81.73,17.35
1000420002,2020-2021学年第一学期,90.0,100.0,79.26,0.0
1000460002,2020-2021学年第一学期,98.0,100.0,74.45,0.0
1000460002,2019-2020学年第一学期,93.0,100.0,72.92,0.0
1000510002,2020-2021学年第一学期,125.0,100.0,65.87,2.9
1000510002,2019-2020学年第一学期,133.0,100.0,70.74,4.51
1000510002,2018-2019学年第一学期,135.0,100.0,70.65,4.73
1000580002,2020-2021学年第二学期,89.0,100.0,82.33,2.25
1000580002,2019-2020学年第二学期,97.0,100.0,80.02,0.0
1000650002,2020-2021学年第二学期,144.0,100.0,81.37,0.0
1000650002,2019-2020学年第二学期,142.0,100.0,80.66,1.41
1000650002,2018-2019学年第二学期,135.0,100.0,81.53,0.0
1000650002,2017-2018学年第二学期,133.0,100.0,82.03,0.0
1000700002,2020-2021学年第一学期,134.0,100.0,77.41,1.48
1000700002,2019-2020学年第一学期,142.0,100.0,77.13,6.34
1000700002,2018-2019学年第一学期,139.0,100.0,81.99,5.76
1000730002,2020-2021学年第二学期,130.0,100.0,79.95,4.62
1000730002,2019-2020学年第二学期,137.0,100.0,81.16,6.57
1000730002,2018-2019学年第二学期,141.0,100.0,80.59,1.41
1000760002,2020-2021学年第一学期,89.0,100.0,78.98,7.69
1000760002,2019-2020学年第一学期,92.0,100.0,77.7,8.7
1000860002,2020-2021学年第一学期,90.0,100.0,74.2,0.0
1000860002,2019-2020学年第一学期,89.0,100.0,76.89,0.0
1001070002,2009-2010学年第一学期,52.0,100.0,81.31,0.0
1001130002,2020-2021学年第二学期,39.0,100.0,77.46,7.69
1001130002,2019-2020学年第二学期,63.0,100.0,76.62,7.94
